-0.999507 	 0.886043
-0.989507 	 0.901938
-0.979507 	 0.918246
-0.969507 	 0.934979
-0.959507 	 0.952152
-0.949507 	 0.969779
-0.939507 	 0.987876
-0.929507 	 1.006459
-0.919507 	 1.025544
-0.909507 	 1.045148
-0.899507 	 1.065289
-0.889507 	 1.085986
-0.879507 	 1.107258
-0.869507 	 1.129125
-0.859507 	 1.151607
-0.849507 	 1.174727
-0.839507 	 1.198507
-0.829507 	 1.222971
-0.819507 	 1.248142
-0.809507 	 1.274046
-0.799507 	 1.300710
-0.789507 	 1.328161
-0.779507 	 1.356428
-0.769507 	 1.385540
-0.759507 	 1.415528
-0.749507 	 1.446424
-0.739507 	 1.478262
-0.729507 	 1.511077
-0.719507 	 1.544903
-0.709507 	 1.579780
-0.699507 	 1.615745
-0.689507 	 1.652840
-0.679507 	 1.691105
-0.669507 	 1.730586
-0.659507 	 1.771326
-0.649507 	 1.813372
-0.639507 	 1.856774
-0.629507 	 1.901580
-0.619507 	 1.947843
-0.609507 	 1.995617
-0.599507 	 2.044956
-0.589507 	 2.095918
-0.579507 	 2.148561
-0.569507 	 2.202945
-0.559507 	 2.259134
-0.549507 	 2.317189
-0.539507 	 2.377175
-0.529507 	 2.439160
-0.519507 	 2.503210
-0.509507 	 2.569393
-0.499507 	 2.637779
-0.489507 	 2.708437
-0.479507 	 2.781436
-0.469507 	 2.856846
-0.459507 	 2.934735
-0.449507 	 3.015171
-0.439507 	 3.098220
-0.429507 	 3.183944
-0.419507 	 3.272404
-0.409507 	 3.363655
-0.399507 	 3.457749
-0.389507 	 3.554729
-0.379507 	 3.654634
-0.369507 	 3.757490
-0.359507 	 3.863316
-0.349507 	 3.972118
-0.339507 	 4.083888
-0.329507 	 4.198601
-0.319507 	 4.316216
-0.309507 	 4.436669
-0.299507 	 4.559877
-0.289507 	 4.685727
-0.279507 	 4.814082
-0.269507 	 4.944772
-0.259507 	 5.077594
-0.249507 	 5.212310
-0.239507 	 5.348640
-0.229507 	 5.486268
-0.219507 	 5.624831
-0.209507 	 5.763921
-0.199507 	 5.903088
-0.189507 	 6.041831
-0.179507 	 6.179607
-0.169507 	 6.315824
-0.159507 	 6.449851
-0.149507 	 6.581016
-0.139507 	 6.708614
-0.129507 	 6.831910
-0.119507 	 6.950148
-0.109507 	 7.062561
-0.099507 	 7.168379
-0.089507 	 7.266839
-0.079507 	 7.357199
-0.069507 	 7.438752
-0.059507 	 7.510833
-0.049507 	 7.572838
-0.039507 	 7.624231
-0.029507 	 7.664560
-0.019507 	 7.693461
-0.009507 	 7.710672
0.000493 	 7.716035
0.010493 	 7.709499
0.020493 	 7.691125
0.030493 	 7.661083
0.040493 	 7.619645
0.050493 	 7.567182
0.060493 	 7.504158
0.070493 	 7.431114
0.080493 	 7.348662
0.090493 	 7.257470
0.100493 	 7.158251
0.110493 	 7.051748
0.120493 	 6.938726
0.130493 	 6.819955
0.140493 	 6.696201
0.150493 	 6.568219
0.160493 	 6.436740
0.170493 	 6.302468
0.180493 	 6.166069
0.190493 	 6.028173
0.200493 	 5.889364
0.210493 	 5.750184
0.220493 	 5.611126
0.230493 	 5.472638
0.240493 	 5.335123
0.250493 	 5.198938
0.260493 	 5.064398
0.270493 	 4.931776
0.280493 	 4.801308
0.290493 	 4.673193
0.300493 	 4.547598
0.310493 	 4.424658
0.320493 	 4.304481
0.330493 	 4.187150
0.340493 	 4.072726
0.350493 	 3.961249
0.360493 	 3.852740
0.370493 	 3.747207
0.380493 	 3.644643
0.390493 	 3.545029
0.400493 	 3.448335
0.410493 	 3.354524
0.420493 	 3.263551
0.430493 	 3.175363
0.440493 	 3.089906
0.450493 	 3.007118
0.460493 	 2.926936
0.470493 	 2.849294
0.480493 	 2.774125
0.490493 	 2.701361
0.500493 	 2.630930
0.510493 	 2.562765
0.520493 	 2.496795
0.530493 	 2.432952
0.540493 	 2.371168
0.550493 	 2.311374
0.560493 	 2.253506
0.570493 	 2.197499
0.580493 	 2.143289
0.590493 	 2.090814
0.600493 	 2.040015
0.610493 	 1.990833
0.620493 	 1.943211
0.630493 	 1.897094
0.640493 	 1.852429
0.650493 	 1.809163
0.660493 	 1.767248
0.670493 	 1.726634
0.680493 	 1.687276
0.690493 	 1.649128
0.700493 	 1.612146
0.710493 	 1.576290
0.720493 	 1.541519
0.730493 	 1.507794
0.740493 	 1.475077
0.750493 	 1.443334
0.760493 	 1.412529
0.770493 	 1.382628
0.780493 	 1.353601
0.790493 	 1.325416
0.800493 	 1.298044
0.810493 	 1.271456
0.820493 	 1.245626
0.830493 	 1.220525
0.840493 	 1.196130
0.850493 	 1.172417
0.860493 	 1.149361
0.870493 	 1.126940
0.880493 	 1.105133
0.890493 	 1.083919
0.900493 	 1.063277
0.910493 	 1.043190
0.920493 	 1.023638
0.930493 	 1.004603
0.940493 	 0.986069
0.950493 	 0.968019
0.960493 	 0.950437
0.970493 	 0.933308
0.980493 	 0.916618
0.990493 	 0.900352
